,summary,description,location,photo,recomendado,price,size,rooms,price/m2,bathrooms,Num Photos,type,region
1623,Casa pareada en Boiro,,Boiro,https://fotos5.imghs.net/nrd/1001/743/1001_PX987_-_02544-29217743_1_2016112901063631250.jpg,,190.000 €,178 m²,4,1.067 €/m²,2,15,pisos,a_coruna
1624,Piso en Santa Marta,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos5.imghs.net/nrd/1067/259/1067_IFC7585-0517646259_1_2020110410180531250.jpg,,239.500 €,76 m²,2,3.151 €/m²,2,21,pisos,a_coruna
1625,Piso en calle Agra Chan S/N - Vilarmide Pquia.Coucieiro,,Muxía,https://fotos1.imghs.net/nrd/1070/752/1070_AS1-CAN0000118752_1_2019110717350431250.jpg,,55.200 €,470 m²,,117 €/m²,,9,pisos,a_coruna
1626,Piso en calle Curbera,,Boiro,https://fotos1.imghs.net/nrd//995556/99222031285.995556/995556_99222031285_5_20191125182948067.jpg,,130.000 €,100 m²,3,1.300 €/m²,2,33,pisos,a_coruna
1627,Piso en calle de Drozo,,Cambre (Santa Maria),https://fotos2.imghs.net/nrd//1018/052/1018_18924052_0_2020022717025525296.jpg,,110.000 €,70 m²,2,1.571 €/m²,2,21,pisos,a_coruna
1628,"Piso en calle del Estatuto de Galicia, nº º",,Boiro,https://fotos5.imghs.net/nrd//995556/945856909521046.109700/995556_945856909521046_1_20190307122717819.jpg,,98.000 €,90 m²,3,1.088 €/m²,2,30,pisos,a_coruna
1629,Casa en calle de la Cerca,,Betanzos,https://fotos3.imghs.net/nrd/1069/221/1069_I000172-C001221_1_2020091514210131250.jpg,,40.000 €,75 m²,2,533 €/m²,2,21,pisos,a_coruna
1630,Piso en Touro,,Touro (San Xoan),https://fotos1.imghs.net/nrd/1005/800/1005_1614800_1_2019031110035752304.jpg,,202.800 €,148 m²,5,1.370 €/m²,2,16,pisos,a_coruna
1631,Piso en calle Ferrador,,Oza dos Ríos (San Pedro). Municipio de Oza-Cesuras,https://fotos4.imghs.net/nrd/1069/505/1069_I000172-P000505_1_2017081112385231250.jpg,,32.000 €,75 m²,3,426 €/m²,1,7,pisos,a_coruna
1632,Casa en calle Infesta,,Betanzos,https://fotos3.imghs.net/nrd/1069/200/1069_I000172-C001200_1_2020061314210731250.jpg,,130.000 €,220 m²,4,590 €/m²,1,15,pisos,a_coruna
1633,"Piso en Avenida de los Mugardos,  55",,Ares,https://fotos4.imghs.net/nrd/9986/409/9986_561409_1_2019070508411331250.jpg,,49.000 €,65 m²,2,753 €/m²,2,52,pisos,a_coruna
1634,"Piso en Rúa Concepción Arenal, 7",,Ares,https://fotos5.imghs.net/nrd/9995/123/9995_TI-246123_1_2020102706182731250.jpg,,51.000 €,60 m²,2,845 €/m²,1,26,pisos,a_coruna
1635,"Piso en Avenida de Santa Icia, nº 27",,Alto del Castaño (Narón),https://fotos1.imghs.net/nrd//4210/92528794882.421000/4210_92528794882_2_20190311153336344.jpg,,59.000 €,86 m²,3,686 €/m²,1,17,pisos,a_coruna
1636,"Piso en calle Virgen de Covadonga, nº 2",,Alto del Castaño (Narón),https://fotos4.imghs.net/nrd//4210/93422923641.421000/4210_93422923641_4_20190405164118586.jpg,,138.492 €,119 m²,3,1.163 €/m²,2,19,pisos,a_coruna
1637,Piso en Pontes de Garcia Rodriguez(As),,As Pontes de García Rodríguez,https://fotos5.imghs.net/nrd/1060/627/1060_NI130-627_1_2020071106301731250.jpg,,37.000 €,4,4,,1,18,pisos,a_coruna
1638,Piso en calle de Miramar,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos1.imghs.net/nrd/1069/220/1069_I000172-P001220_1_2020021112211631250.jpg,,124.200 €,56 m²,2,2.217 €/m²,1,24,pisos,a_coruna
1639,Ático en Paseo da Lagoa,,Maianca (Oleiros),https://fotos3.imghs.net/nrd/1001/686/1001_PX76147_-_1194-88711686_6_2020021801113331250.jpg,,225.000 €,134 m²,3,1.679 €/m²,2,40,pisos,a_coruna
1640,Piso en calle La Guardia,,Alto del Castaño (Narón),https://fotos4.imghs.net/nrd/9989/969/9989_TI-ALI0000134969_1_2019110716563331250.jpg,,74.600 €,2,2,,2,39,pisos,a_coruna
1641,"Piso en Carretera La Coruña-Finisterre, S/N. Playa Lagosteira",,Fisterra (Santa Maria),https://fotos5.imghs.net/nrd/9989/183/9989_TI-ALI0000110183_1_2020062006120631250.jpg,,72.000 €,Obra nueva,,,,24,pisos,a_coruna
1642,Casa rústica en Santa Mariña de Rois,,Bergondo (Carrio),https://fotos2.imghs.net/nrd//520146/6677328825.520146/520146_6677328825_2_20200811182314189.jpg,,120.000 €,337 m²,4,356 €/m²,2,9,pisos,a_coruna
1643,Piso en Zona Histórica,,Centro Histórico (Santiago de Compostela),https://fotos3.imghs.net/nrd/1067/870/1067_IFC7585-0515223870_1_2020032510265231250.jpg,,800.000 €,142 m²,3,5.633 €/m²,2,12,pisos,a_coruna
1644,Piso en Carballo (Carballo),,Carballo (Carballo),https://fotos4.imghs.net/nrd//1005/745/1005_91078961745_1_2020021813020127372.jpg,,85.000 €,102 m²,3,833 €/m²,2,26,pisos,a_coruna
1645,"Piso en Avenida del Marqués de Figueroa,  72",,Fene,https://fotos1.imghs.net/nrd/9986/743/9986_870743_1_2020072310172631250.jpg,,70.200 €,79 m²,2,884 €/m²,2,35,pisos,a_coruna
1646,Chalet en Santiago de Compostela - Castiñeiriño - Cruceiro de Sar,,Cruceiro do Sar-Aríns (Santiago de Compostela),https://fotos4.imghs.net/nrd//1018/766/1018_26030766_1_2020103110105259682.jpg,,240.000 €,528 m²,4,454 €/m²,2,25,pisos,a_coruna
1647,Chalet en Miño,,A Carreira (Miño),https://fotos2.imghs.net/nrd/1069/236/1069_I000172-C001236_1_2020102914215031250.jpg,,192.100 €,500 m²,3,384 €/m²,4,24,pisos,a_coruna
1648,Piso en Centro,,Portosin (Porto Do Son),https://fotos1.imghs.net/nrd/1068/223/1068_B.70.067.368-02223_1_2020092320470631250.jpg,,88.000 €,85 m²,2,1.035 €/m²,2,15,pisos,a_coruna
1649,Chalet en calle Rúa Do Luar Do Carme,,Campus Sur-Toxeira de San Lourenzo (Santiago de Compostela),https://fotos1.imghs.net/nrd//1018/066/1018_25860066_1_2020101917100767993.jpg,,450.000 €,110 m²,3,4.090 €/m²,3,65,pisos,a_coruna
1650,Apartamento en calle Lugar Iria,,Padrón,https://fotos1.imghs.net/nrd/1001/200/1001_PX987_-_01820-26920200_1_2016112901063631250.jpg,,150.000 €,115 m²,4,1.304 €/m²,2,15,pisos,a_coruna
1651,Piso en Ensanche,,Ensanche-Sar (Santiago de Compostela),https://fotos4.imghs.net/nrd/1067/892/1067_IFC7585-0514126892_3_2020022010185531250.jpg,,495.000 €,239 m²,4,2.071 €/m²,3,31,pisos,a_coruna
1652,Apartamento en calle Igualdad,,Sagrada Familia-Vioño (A Coruña Capital),https://fotos5.imghs.net/nrd/1001/636/1001_PX76147_-_962-84034636_1_2019080210155131250.jpg,,295.000 €,98 m²,3,3.010 €/m²,2,25,pisos,a_coruna
1653,Apartamento en Fonti?As,,Concheiros-Fontiñas (Santiago de Compostela),https://fotos4.imghs.net/nrd/1089/029/1089_XA68-29_1_2020060320244831250.jpg,,85.000 €,40 m²,1,2.125 €/m²,1,9,pisos,a_coruna
1654,"Piso en calle de Méndez Núñez, nº 21",,Ferrol Vello-Puerto (Ferrol),https://fotos1.imghs.net/nrd//4210/647490820.421000/4210_001761_foto_1_647490820_20170710180501.jpg,,55.900 €,91 m²,3,614 €/m²,1,10,pisos,a_coruna
1655,Casa adosada en Zona Cercana Zapateira A Coruña,,Culleredo,https://fotos2.imghs.net/nrd/1089/001/1089_XA27-02001_1_2020103010254931250.jpg,,425.000 €,450 m²,6,944 €/m²,5,45,pisos,a_coruna
1656,Apartamento en Mugardos,,Mugardos,https://fotos3.imghs.net/nrd//4210/98348179760.421000/4210_98348179760_1_20191029202528573.jpg,,62.000 €,76 m²,2,815 €/m²,2,12,pisos,a_coruna
1657,Finca rústica en calle Tumbadoiro,,Sada,https://fotos1.imghs.net/nrd/1001/423/1001_PX1364_-_V_M_t9-83099423_1_2019100101090831250.jpg,,240.000 €,300 m²,8,800 €/m²,5,40,pisos,a_coruna
1658,Piso en calle del Graxal,,Liáns (Oleiros),https://fotos5.imghs.net/nrd/9989/808/9989_TI-ALI0000150808_1_2019120606110931250.jpg,,102.200 €,2,2,,1,15,pisos,a_coruna
1659,Piso en Rúa da República de El Salvador,,Ensanche-Sar (Santiago de Compostela),https://fotos2.imghs.net/nrd//1018/946/1018_26030946_1_2020103111102677726.jpg,,190.000 €,85 m²,3,2.235 €/m²,2,37,pisos,a_coruna
1660,Piso en Malpica de Bergantiños,,Malpica de Bergantiños,https://fotos3.imghs.net/nrd//1005/745/1005_47881861745_1_2020051622051792345.jpg,,87.000 €,104 m²,3,836 €/m²,2,30,pisos,a_coruna
1661,Apartamento en Teo,,Teo,https://fotos4.imghs.net/nrd/1001/010/1001_PX987_-_02450-26873010_1_2016112901063631250.jpg,,144.000 €,110 m²,3,1.309 €/m²,2,14,pisos,a_coruna
1662,Piso en calle de la Galea,,A Carreira (Miño),https://fotos5.imghs.net/nrd//990666/92560842445.990666/990666_92560842445_1_20190304183733532.jpg,,85.000 €,78 m²,3,1.089 €/m²,2,41,pisos,a_coruna
1663,"Casa en calle Real, cerca de Calle Magdalena",,Centro (Ferrol),https://fotos2.imghs.net/nrd//1005/048/1005_110048_0_2020102110104462358.jpg,,275.000 €,402 m²,10,684 €/m²,3,31,pisos,a_coruna
1664,Piso en San Lázaro-Meixonfrío,,Nordeste-San Lázaro (Santiago de Compostela),https://fotos3.imghs.net/nrd/1005/453/1005_534453_1_2019052315050561388.jpg,,79.500 €,95 m²,3,836 €/m²,1,17,pisos,a_coruna
1665,Casa en Galeras,,Campus Sur-Toxeira de San Lourenzo (Santiago de Compostela),https://fotos2.imghs.net/nrd/1067/778/1067_IFC7585-0508139778_6_2019041010214231250.jpg,,298.000 €,121 m²,2,2.462 €/m²,3,28,pisos,a_coruna
1666,Chalet en Rúa Pinar do Río,,Mera-Serantes (Oleiros),https://fotos1.imghs.net/nrd//1005/852/1005_2589852_1_2020073022075114134.jpg,,304.100 €,280 m²,5,1.086 €/m²,3,38,pisos,a_coruna
1667,"Apartamento en Alameda Baño, Blo. 4",,Mugardos,https://fotos5.imghs.net/nrd//4210/100098376511.421000/4210_100098376511_1_20191211202340029.jpg,,56.000 €,73 m²,2,767 €/m²,2,16,pisos,a_coruna
1668,Piso en calle de Villadoniga,,Piñeiros-Freixeiro (Narón),https://fotos3.imghs.net/nrd/9989/809/9989_TI-OSP0000059809_1_2019120506150831250.jpg,,48.200 €,76 m²,1,634 €/m²,1,28,pisos,a_coruna
1669,Casa pareada en Padrón,,Padrón,https://fotos3.imghs.net/nrd/1001/107/1001_PX987_-_001-412057-00665-25219107_1_2017102001073231250.jpg,,30.000 €,80 m²,2,375 €/m²,2,5,pisos,a_coruna
1670,Apartamento en Freixeiro,,Piñeiros-Freixeiro (Narón),https://fotos3.imghs.net/nrd//4210/804797601.421000/4210_001347_foto_1_804797601_20180409203136.jpg,,80.000 €,75 m²,2,1.066 €/m²,1,8,pisos,a_coruna
1671,Dúplex en calle del Conservatorio,,Culleredo,https://fotos3.imghs.net/nrd//1018/864/1018_20575864_0_2020030522030280070.jpg,,134.000 €,75 m²,2,1.786 €/m²,2,12,pisos,a_coruna
1672,Piso en calle de Sao Paulo,,Caranza (Ferrol),https://fotos1.imghs.net/nrd//4210/486060751.421000/4210_001437_foto_1_486060751_20150625094151.jpg,,55.000 €,135 m²,4,407 €/m²,1,17,pisos,a_coruna
1673,"Piso en Travesía de Arteixo, nº 108",,Arteixo,https://fotos2.imghs.net/nrd/1036/204/1036_205168[PROMOCIONES_INMOBILIARIAS_Y_NEGOCIOS_DE_GAL_1_2020100519321331250.jpg,,86.000 €,90 m²,2,955 €/m²,2,25,pisos,a_coruna
1674,Apartamento en Rúa da República de El Salvador,,Ensanche-Sar (Santiago de Compostela),https://fotos5.imghs.net/nrd//1018/983/1018_26030983_1_2020103111104873475.jpg,,150.000 €,58 m²,2,2.586 €/m²,1,20,pisos,a_coruna
1675,"Apartamento en calle Manuel Ceruelo, nº 2",,Cruceiro do Sar-Aríns (Santiago de Compostela),https://fotos3.imghs.net/nrd/1001/637/1001_PX987_-_412057-03671-89007637_1_2020031301150831250.jpg,,142.021 €,76 m²,2,1.868 €/m²,2,12,pisos,a_coruna
1676,Piso en Pontes de Garcia Rodriguez(As),,As Pontes de García Rodríguez,https://fotos3.imghs.net/nrd/1060/731/1060_NI130-731_1_2017070712272931250.jpg,,74.000 €,111 m²,4,666 €/m²,2,15,pisos,a_coruna
1677,Piso en calle del General Pardiñas,,Ensanche-Sar (Santiago de Compostela),https://fotos3.imghs.net/nrd//1018/194/1018_25737194_1_2020102707104629935.jpg,,365.000 €,120 m²,4,3.041 €/m²,2,33,pisos,a_coruna
1678,"Piso en calle de las Huertas, 2",,Cidade Vella-Atochas-Pescadería (A Coruña Capital),https://fotos1.imghs.net/nrd//1005/643/1005_105511252643_1_2020110513112651382.jpg,,280.000 €,102 m²,3,2.745 €/m²,2,21,pisos,a_coruna
1679,"Casa en Rúa de Mallou, cerca de Rúa da Grabanxa",,Nordeste-San Lázaro (Santiago de Compostela),https://fotos3.imghs.net/nrd//1005/086/1005_90683583086_1_2020012210010524689.jpg,,75.000 €,130 m²,3,576 €/m²,2,31,pisos,a_coruna
1680,Piso en Paseo de la Galera,,Betanzos,https://fotos5.imghs.net/nrd/1069/012/1069_I000172-P001012_1_2018070414205131250.jpg,,115.000 €,73 m²,2,1.575 €/m²,1,18,pisos,a_coruna
1681,Apartamento en Viviendas de San Rosendo,,Alto del Castaño (Narón),https://fotos2.imghs.net/nrd//4210/747192123.421000/4210_001206_foto_1_747192123_20170523132234.jpg,,24.000 €,60 m²,2,400 €/m²,1,9,pisos,a_coruna
1682,Piso en calle Carretera de Castilla,,Alto del Castaño (Narón),https://fotos3.imghs.net/nrd/1069/226/1069_I000172-P001226_1_2020021322214931250.jpg,,100.300 €,86 m²,3,1.166 €/m²,2,37,pisos,a_coruna
1683,Casa en calle de Capela,,Fisterra (Santa Maria),https://fotos3.imghs.net/nrd//1005/207/1005_109207_0_2020102110100330801.jpg,,162.000 €,180 m²,6,900 €/m²,2,33,pisos,a_coruna
1684,"Apartamento en Alameda Baño, Blo. 4",,Mugardos,https://fotos5.imghs.net/nrd//4210/334335321.421000/4210_001443_foto_1_334335321_20130401183650.jpg,,54.000 €,64 m²,2,843 €/m²,1,9,pisos,a_coruna
1685,Ático en Ares,,Ares,https://fotos1.imghs.net/nrd//4210/85086556664.421000/4210_85086556664_6_20180616113647334.jpg,,168.000 €,97 m²,3,1.731 €/m²,2,16,pisos,a_coruna
1686,"Casa en calle de Concepción Arenal, cerca de Calle de la Tierra",,Canido (Ferrol),https://fotos3.imghs.net/nrd/1070/612/1070_AS1-ALI0000114612_1_2020032810332331250.jpg,,71.000 €,356 m²,,199 €/m²,,1,pisos,a_coruna
1687,Apartamento en Porto Do Son,,Porto Do Son,https://fotos1.imghs.net/nrd/1067/014/1067_IFC7585-0507825014_4_2020032510265231250.jpg,,75.000 €,60 m²,2,1.250 €/m²,2,18,pisos,a_coruna
1688,Chalet unifamiliar en Carretera Principal,,Uxes (Arteixo),https://fotos5.imghs.net/nrd//519840/98375342474.519840/519840_98375342474_42_20191010114418620.jpg,,225.000 €,200 m²,4,1.125 €/m²,4,45,pisos,a_coruna
1689,Chalet en Mariño,,Portosin (Porto Do Son),https://fotos3.imghs.net/nrd/1068/009/1068_B.70.067.368-09009_1_2018111812083431250.jpg,,140.000 €,175 m²,3,800 €/m²,2,9,pisos,a_coruna
1690,Piso en Lugar Rilo,,Mugardos,https://fotos1.imghs.net/nrd/1070/056/1070_AS1-TERA0056_1_2020052623543331250.jpg,,487.600 €,20,20,,,22,pisos,a_coruna
1691,Piso en Mariño,,Portosin (Porto Do Son),https://fotos1.imghs.net/nrd/1068/210/1068_B.70.067.368-02210_1_2019090713465131250.jpg,,105.000 €,80 m²,2,1.312 €/m²,2,11,pisos,a_coruna
1692,"Piso en Carretera La Coruña-Finisterre, S/N. Playa Lagosteira",,Fisterra (Santa Maria),https://fotos1.imghs.net/nrd/9989/190/9989_TI-ALI0000110190_1_2020062006120631250.jpg,,46.872 €,Obra nueva,,,,24,pisos,a_coruna
1693,Piso en Rúa dos Concheiros,,Campus Norte-San Caetano (Santiago de Compostela),https://fotos1.imghs.net/nrd/1089/744/1089_XA396-27744_2_2020101320255931250.jpg,,150.000 €,108 m²,4,1.388 €/m²,1,20,pisos,a_coruna
1694,Piso en calle Xoaquin Lorenzo,,O Milladoiro (Ames),https://fotos1.imghs.net/nrd//1774/855819705.177400/1774_000387_foto_2_855819705_20180621103546.jpg,,73.000 €,56 m²,1,1.303 €/m²,1,20,pisos,a_coruna
1695,Piso en Rúa Cariño,,Cedeira,https://fotos1.imghs.net/nrd//4210/552477180.421000/4210_001619_foto_1_552477180_20150610183815.jpg,,128.750 €,100 m²,3,1.287 €/m²,2,12,pisos,a_coruna
1696,"Piso en Avenida del Puerto, 39",,Sada,https://fotos1.imghs.net/nrd//1018/734/1018_21869734_1_2020062514064157021.jpg,,67.000 €,62 m²,2,1.080 €/m²,1,16,pisos,a_coruna
1697,Apartamento en Rúa do Pintor Juan Luis,,Cruceiro do Sar-Aríns (Santiago de Compostela),https://fotos3.imghs.net/nrd//1018/187/1018_25647187_1_2020101917100121725.jpg,,135.000 €,43 m²,1,3.139 €/m²,1,10,pisos,a_coruna
1698,Piso en Piso San P. Mezonzo 5 Dorm. Garaje Exterior Vende Amor,,Ensanche-Sar (Santiago de Compostela),https://fotos3.imghs.net/nrd//1018/991/1018_25799991_1_2020101917103269037.jpg,,398.000 €,171 m²,5,2.327 €/m²,3,36,pisos,a_coruna
1699,Piso en Rúa de Puente La Reina,,Concheiros-Fontiñas (Santiago de Compostela),https://fotos3.imghs.net/nrd//1774/8359657274.177400/1774_8359657274_27_20201014202322264.jpg,,128.000 €,105 m²,3,1.219 €/m²,2,29,pisos,a_coruna
1700,Piso en Avenida Novo Mesoiro,,Mesoiro-Feáns-Zapateira (A Coruña Capital),https://fotos1.imghs.net/nrd//1018/085/1018_22697085_0_2020071413074763583.jpg,,158.000 €,100 m²,3,1.580 €/m²,2,14,pisos,a_coruna
1701,Piso en Ferrol - Centro,,Centro (Ferrol),https://fotos3.imghs.net/nrd//1018/003/1018_20770003_1_2020033109031560390.jpg,,135.000 €,90 m²,4,1.500 €/m²,2,21,pisos,a_coruna
1702,Chalet en As Buceleiras,,Eirapedriña (Ames),https://fotos3.imghs.net/nrd/1067/195/1067_IFC7585-0507913195_1_2020032510265231250.jpg,,330.000 €,450 m²,4,733 €/m²,5,13,pisos,a_coruna
1703,"Piso en Avenida de la Mahía, cerca de Plaza del Ayuntamiento",,Bertamiráns (Ames),https://fotos5.imghs.net/nrd//1774/5909719713.177400/1774_5909719713_7_20200728171648118.jpg,,145.000 €,122 m²,3,1.188 €/m²,2,67,pisos,a_coruna
1704,Apartamento en calle A Ribeira Do Freixo,,Outes,https://fotos1.imghs.net/nrd/1001/918/1001_PX987_-_02692-28551918_1_2016112901063731250.jpg,,190.000 €,145 m²,3,1.310 €/m²,2,15,pisos,a_coruna
1705,Casa unifamiliar en Rúa Curros Enríquez,,Dexo-Lorbé (Oleiros),https://fotos4.imghs.net/nrd/1097/507/1097_0_foto_20150507000733178_945856908507507.jpg,,1.650.000 €,1.098 m²,5,1.502 €/m²,3,34,pisos,a_coruna
1706,Apartamento en Rúa Pérez Galdós,,Ribeira (Santa Uxia),https://fotos3.imghs.net/nrd/1001/311/1001_PX1600_-_VPIRICE41-88934311_1_2020060901124431250.jpg,,99.000 €,145 m²,5,682 €/m²,2,14,pisos,a_coruna
1707,Casa pareada en Bertamirans,,Bertamiráns (Ames),https://fotos3.imghs.net/nrd/1001/355/1001_PX987_-_01776-25219355_1_2016112901063631250.jpg,,280.000 €,275 m²,4,1.018 €/m²,4,8,pisos,a_coruna
1708,"Apartamento en calle Avd Barcelona, nº 24",,Campus Sur-Toxeira de San Lourenzo (Santiago de Compostela),https://fotos4.imghs.net/nrd//500618/93365181369.500618/500618_93365181369_1_20190402092210842.jpg,,155.000 €,40 m²,1,3.875 €/m²,1,16,pisos,a_coruna
1709,Piso en Avenida Federico Maciñeira S/N,,Mañón,https://fotos3.imghs.net/nrd/1070/601/1070_AS1-3346-1_1_2019110717350631250.jpg,,70.800 €,76 m²,,931 €/m²,,16,pisos,a_coruna
1710,"Piso en calle de la Armada Española, Tor. 22",,Caranza (Ferrol),https://fotos4.imghs.net/nrd//4210/727906636.421000/4210_001157_foto_1_727906636_20170704180428.jpg,,39.000 €,87 m²,3,448 €/m²,2,13,pisos,a_coruna
1711,Piso en Avenida Federico Maciñeira S/N,,Mañón,https://fotos4.imghs.net/nrd/1070/605/1070_AS1-3346-5_1_2019110717350931250.jpg,,72.500 €,72 m²,,1.006 €/m²,,16,pisos,a_coruna
1712,Piso en calle Fontan,,Sada,https://fotos1.imghs.net/nrd/1069/287/1069_I000172-P001287_1_2020110318213231250.jpg,,133.400 €,92 m²,2,1.450 €/m²,2,12,pisos,a_coruna
1713,Piso en Fernando III,,Ensanche-Sar (Santiago de Compostela),https://fotos5.imghs.net/nrd//500618/225169924.500618/500618_002798_foto_1_225169924_20120706141108.jpg,,200.000 €,110 m²,3,1.818 €/m²,2,7,pisos,a_coruna
1714,"Chalet unifamiliar en Avenida de Rosalía de Castro, nº 108",,Perillo (Oleiros),https://fotos2.imghs.net/nrd//992837/6734050728.992837/992837_6734050728_1_20200821174421487.jpg,,750.000 €,374 m²,4,2.005 €/m²,4,35,pisos,a_coruna
1715,Piso en Plazoleta del Porto,,O Milladoiro (Ames),https://fotos5.imghs.net/nrd//1774/532996963.177400/1774_010868_foto_5_532996963_20180125134155.jpg,,99.000 €,88 m²,2,1.125 €/m²,1,19,pisos,a_coruna
1716,Casa en Pontes de Garcia Rodriguez(As),,As Pontes de García Rodríguez,https://fotos5.imghs.net/nrd/1060/779/1060_NI130-779_1_2017111906272331250.jpg,,38.000 €,148 m²,3,256 €/m²,1,13,pisos,a_coruna
1717,Piso en Rúa de San Pedro de Mezonzo,,Ensanche-Sar (Santiago de Compostela),https://fotos2.imghs.net/nrd//1005/799/1005_110799_0_2020102110102098943.jpg,,245.000 €,103 m²,2,2.378 €/m²,2,33,pisos,a_coruna
1718,"Piso en Avenida de los Mugardos,  55",,Ares,https://fotos1.imghs.net/nrd/9986/361/9986_559361_1_2019070508411331250.jpg,,38.000 €,47 m²,1,808 €/m²,1,52,pisos,a_coruna
1719,Chalet en Núcleo,,Núcleo (Oleiros),https://fotos1.imghs.net/nrd//510177/5042559507.510177/510177_5042559507_42_20200606140438659.jpg,,460.000 €,304 m²,4,1.513 €/m²,4,43,pisos,a_coruna
1720,Casa en Carretera de Xoane,,Parroquias (Ferrol),https://fotos3.imghs.net/nrd//4210/706135749.421000/4210_001056_foto_1_706135749_20170427114458.jpg,,128.000 €,150 m²,4,853 €/m²,2,16,pisos,a_coruna
1721,Casa adosada en Rúa do Pexigo de Abaixo,,Ensanche-Sar (Santiago de Compostela),https://fotos1.imghs.net/nrd//1018/894/1018_26123894_1_2020110711113748586.jpg,,166.000 €,141 m²,6,1.177 €/m²,3,12,pisos,a_coruna
1722,"Casa adosada en Plaza de la Pulida, nº 473",,Cariño,https://fotos5.imghs.net/nrd/1097/175/1097_0_foto_20161025211519311_945856909005175.jpg,,33.700 €,120 m²,4,280 €/m²,2,30,pisos,a_coruna
1723,Casa en Cambre,,Cambre (Santa Maria),https://fotos3.imghs.net/nrd/1060/432/1060_NI426-432_1_2019022615550231250.jpg,,299.900 €,5,5,,4,33,pisos,a_coruna
1724,Chalet en Ames - Bertamirans,,Bertamiráns (Ames),https://fotos2.imghs.net/nrd//1018/832/1018_26123832_1_2020110711111406063.jpg,,195.000 €,272 m²,5,716 €/m²,4,63,pisos,a_coruna
1725,Piso en calle de Mauricio Farto Parra,,Monte Alto-Adormideras (A Coruña Capital),https://fotos2.imghs.net/nrd//1016/884/1016_E6E479A021774AD691AACE11957CA884_1_2018051511114531250.jpg,,220.000 €,95 m²,3,2.315 €/m²,2,18,pisos,a_coruna
1726,Chalet en calle Cangas,,Bergondo (Carrio),https://fotos2.imghs.net/nrd//1018/506/1018_21322506_1_2020050312053716632.jpg,,210.000 €,160 m²,5,1.312 €/m²,2,30,pisos,a_coruna
1727,Apartamento en calle del General Caridad Pita,,Monte Alto-Adormideras (A Coruña Capital),https://fotos2.imghs.net/nrd//1016/100/1016_9931EA7D371B48EE9016C5C446AB9CBA_1_2017120611164131250.jpg,,93.000 €,66 m²,2,1.409 €/m²,1,8,pisos,a_coruna
1728,Piso en Pontes de Garcia Rodriguez(As),,As Pontes de García Rodríguez,https://fotos5.imghs.net/nrd/1060/841/1060_NI130-841_1_2019032206252231250.jpg,,95.000 €,161 m²,4,590 €/m²,2,18,pisos,a_coruna
1729,Piso en Rúa Pardiñeiros,,O Milladoiro (Ames),https://fotos2.imghs.net/nrd//1774/659584205.177400/1774_000044_foto_3_659584205_20180116111433.jpg,,95.000 €,70 m²,2,1.357 €/m²,1,20,pisos,a_coruna
1730,Piso en calle de Méndez Núñez,,A Gándara (Narón),https://fotos3.imghs.net/nrd//4210/572102095.421000/4210_001678_foto_1_572102095_20150928160206.jpg,,21.700 €,88 m²,3,246 €/m²,1,11,pisos,a_coruna
1731,Casa en A Un Paso de La Playa,,Ponteceso,https://fotos5.imghs.net/nrd/1093/609/1093_EP505-42609_1_2020080106543931250.jpg,,47.999 €,90 m²,3,533 €/m²,1,19,pisos,a_coruna
1732,Dúplex en Las Cancelas,,Nordeste-San Lázaro (Santiago de Compostela),https://fotos5.imghs.net/nrd//500618/109044733.500618/500618_002024_foto_1_109044733_20110404101412.jpg,,300.000 €,160 m²,8,1.875 €/m²,3,12,pisos,a_coruna
1733,"Piso en Avenida de Finisterre, nº 3",,Ensanche (A Coruña Capital),https://fotos4.imghs.net/nrd//992837/7565303267.992837/992837_7565303267_1_20200908105421642.jpg,,375.000 €,162 m²,4,2.314 €/m²,2,20,pisos,a_coruna
1734,"Apartamento en calle de Rianxo, 23",,Catro Camiños-A Gaiteira (A Coruña Capital),https://fotos4.imghs.net/nrd/1001/560/1001_PX76147_-_1267-90751560_1_2020101701143531250.jpg,,149.000 €,71 m²,3,2.098 €/m²,1,25,pisos,a_coruna
1735,Apartamento en Rúa do Pintor Juan Luis,,Cruceiro do Sar-Aríns (Santiago de Compostela),https://fotos5.imghs.net/nrd//1018/134/1018_25567134_1_2020091912090807839.jpg,,135.000 €,43 m²,1,3.139 €/m²,1,10,pisos,a_coruna
1736,"Casa en calle Lugar Agudeiro, nº 20",,Monfero,https://fotos3.imghs.net/nrd//4210/85906855770.421000/4210_85906855770_4_20180709194737103.jpg,,91.000 €,162 m²,4,561 €/m²,2,20,pisos,a_coruna
1737,Casa en Lousame,,Lousame,https://fotos4.imghs.net/nrd/1068/080/1068_B.70.067.368-09080_1_2020081420493231250.jpg,,49.900 €,100 m²,2,499 €/m²,1,5,pisos,a_coruna
1738,Apartamento en calle de Fontaíña,,Fajardo (Ferrol),https://fotos4.imghs.net/nrd//4210/887511630.421000/4210_001580_foto_1_887511630_20140905173033.jpg,,95.000 €,53 m²,2,1.792 €/m²,1,7,pisos,a_coruna
1739,Piso en Cee,,Cee,https://fotos1.imghs.net/nrd/9985/985/9985_e140985_1_2020071713081431250.jpg,,76.400 €,80 m²,2,955 €/m²,2,26,pisos,a_coruna
